14488	7.153469	1.673904	0
26052	1.441871	0.805124	1
75136	13.147394	0.428964	1
38344	1.669788	0.134296	1
72993	10.141740	1.032955	1
67497	8.631577	0.749278	1
50242	3.723498	0.831917	1
63275	8.385879	1.669485	1
5569	4.875435	0.728658	0
51052	4.680098	0.625224	1
77372	15.299570	0.331351	1
43673	1.889461	0.191283	1
61364	7.516754	1.269164	1
69673	14.239195	0.261333	1
15669	0.000000	1.250185	0
6487	3.540265	0.822483	0
37708	2.991551	0.833920	1
22620	5.297865	0.638306	0
19739	2.816760	1.686209	0
5741	0.000000	1.656418	0
6808	1.364838	0.640103	0
41611	0.230453	1.151996	1
43605	0.120460	1.352013	1
63796	5.856649	0.160006	1
10743	9.665618	0.778626	0
70808	9.778763	1.084103	1
72011	4.932976	0.632026	1
5914	2.216246	0.587095	0
44952	3.424649	1.004504	1
17934	0.000000	0.147573	0
36429	3.570968	0.832254	1
39623	1.771228	0.207612	1
32404	3.513921	0.991854	1
27268	4.398172	0.975024	1
5477	4.276823	1.174874	0
14254	5.946014	1.614244	0
68613	13.798970	0.724375	1
7917	3.007577	0.297302	0
21331	1.031938	0.486174	0
8338	4.751212	0.064693	0
5176	3.692269	1.655113	0
68837	10.585786	0.329557	1
13438	1.604501	0.069064	0
48849	3.679497	0.961466	1
12285	3.795146	0.696694	0
7826	2.531885	1.659173	0
5565	9.733340	0.977746	0
10346	6.093067	1.413798	0
1823	7.712960	1.054927	0
16857	2.886529	0.934416	0
65230	9.972470	0.881876	1
2463	2.335785	1.366145	0
16191	0.000000	0.605619	0
12258	4.126787	0.357501	0
42377	6.319522	1.058602	1
77450	14.856391	1.129823	1
58732	2.454285	0.222380	1
64890	8.579001	0.683048	1
8554	2.507302	0.869177	0
42050	4.838540	1.680892	1
64895	6.573742	1.151433	1
2355	6.539397	0.462065	0
0	2.209159	0.723567	0
70406	11.196378	0.836326	1
57399	4.229595	0.128253	1
75270	17.101108	0.490712	1
5459	7.871839	0.717662	0
73520	8.262131	1.361646	1
17694	6.375007	0.033678	0
22329	2.262014	1.022169	1
46570	5.677110	0.709469	1
33654	6.590043	1.353117	1
9171	4.711960	0.194167	0
1774	4.682812	0.578112	0
77064	12.601108	0.974527	1
11210	3.929456	0.025466	0
15341	3.043767	0.888168	0
44373	4.391522	0.807100	1
63771	7.879742	0.154263	1
9217	5.613163	0.933632	0
69076	9.140172	0.851300	1
24489	4.258644	0.206892	1
16871	6.799831	1.221171	0
5901	1.123033	1.180352	0
7479	3.051618	0.026781	0
4933	1.841792	0.028099	0
32311	2.261978	1.605603	1
68607	9.661909	0.350772	1
11303	0.000000	0.539131	0
54483	6.317292	0.018209	1
33926	2.906644	0.581657	1
43865	2.388241	0.913938	1
16674	4.183997	1.275290	0
56054	3.574967	0.494666	1
10933	0.000000	0.107475	0
11272	3.365027	1.014085	0
16297	0.000000	0.367491	0
55164	4.508740	1.036192	1
17595	0.366328	0.163652	0
1862	3.299444	0.575152	0
57087	0.573287	0.607915	1
63082	9.183738	0.012280	1
6487	4.750964	0.558240	0
68680	7.949017	0.271865	1
17591	7.875477	0.227085	0
74391	9.569087	0.364856	1
42814	0.000000	1.515293	1
14738	3.396030	0.633977	0
14673	0.460758	0.689586	0
16525	0.436880	1.395314	0
24368	6.127867	1.102179	1
6030	1.264968	1.141582	0
6468	6.067568	1.327047	0
18520	3.791084	0.304072	0
6121	8.339588	1.443357	0
38063	2.563092	1.464013	1
23410	5.954216	0.953782	1
52914	3.976796	1.043109	1
9533	1.271946	0.796506	0
16721	0.000000	0.242778	0
5832	0.000000	0.089749	0
10143	1.139447	0.415373	0
21609	5.699090	1.391892	0
23817	2.449378	1.322560	1
15640	0.000000	1.228380	0
8847	3.168365	0.053993	0
